transaction_id,client_id,industry,region,subscription_plan,onboarding_date,invoice_date,revenue_amount,service_cost,profit,payment_status,tenure_months,last_active_date,churn_flag,temp_id,Profit_margin,Outlier Flag,Year,Month
342,437,Healthcare,South,Premium,21-02-2022,18-03-2023,6460,950,577.01,Paid,12,18-03-2023,1,205,9%,Normal,2023,March
346,439,Retail,East,Basic,05-09-2022,03-12-2022,4967.93,7281,-8659,Pending,2,03-12-2022,1,206,-174%,Outlier,2022,December
348,391,IT,North,Standard,17-01-2022,08-09-2023,1328,4504,-3176,Overdue,19,08-09-2023,0,207,-239%,Outlier,2023,September
350,388,Healthcare,West,Basic,28-06-2022,17-01-2024,1908,7888,577.01,NA,18,17-01-2024,0,208,30%,Normal,2024,January
351,488,Finance,North,Standard,10-09-2022,16-12-2023,9831,5280,4551,Paid,15,16-12-2023,1,209,46%,Normal,2023,December
352,300,Retail,North,Standard,03-01-2022,04-10-2022,8544,2046,6498,Paid,9,04-10-2022,1,210,76%,Normal,2022,October
356,291,IT,South,Basic,25-09-2022,09-04-2024,3980,1971,2009,Pending,18,09-04-2024,1,211,50%,Normal,2024,April
359,123,IT,North,Standard,13-10-2022,30-03-2023,4869,6061,-1192,Overdue,5,30-03-2023,1,212,-24%,Normal,2023,March
360,368,IT,South,Premium,10-05-2022,20-04-2023,6648,3071,3577,Paid,11,20-04-2023,0,213,54%,Normal,2023,April
362,437,IT,North,Basic,14-12-2022,03-04-2023,1462,6247,-4785,NA,3,03-04-2023,1,214,-327%,Outlier,2023,April
363,456,Retail,South,Basic,27-07-2022,12-09-2022,5019,4012.75,5144,NA,1,12-09-2022,0,215,102%,Outlier,2022,September
364,402,Healthcare,South,Premium,16-05-2022,17-11-2023,4967.93,6481,-6500,Overdue,18,17-11-2023,1,216,-131%,Outlier,2023,November
365,107,Finance,South,Basic,03-05-2022,09-04-2023,9635,4012.75,10553,Pending,11,09-04-2023,1,217,110%,Outlier,2023,April
368,364,Education,South,Standard,09-05-2022,04-04-2023,4597,3680,917,Overdue,10,04-04-2023,0,218,20%,Normal,2023,April
371,146,Retail,South,Premium,24-01-2022,11-08-2022,4967.93,2617,-3622,Overdue,6,11-08-2022,1,219,-73%,Normal,2022,August
372,309,Education,West,Premium,25-05-2022,07-12-2023,4968,527,4441,NA,18,07-12-2023,1,220,89%,Normal,2023,December
373,417,IT,South,Basic,15-01-2022,06-01-2023,4967.93,5451,-6350,NA,11,06-01-2023,1,221,-128%,Outlier,2023,January
374,485,Finance,West,Standard,05-05-2022,23-10-2023,5679,4744,935,Pending,17,23-10-2023,0,222,16%,Normal,2023,October
375,330,Finance,South,Basic,14-11-2022,21-03-2024,5406,575,4831,Paid,16,21-03-2024,1,223,89%,Normal,2024,March
376,329,Healthcare,West,Basic,16-10-2022,30-04-2024,3469,6091,-2622,Pending,18,30-04-2024,0,224,-76%,Normal,2024,April
377,197,Education,West,Premium,06-12-2022,20-09-2023,2540,4711,-2171,Overdue,9,20-09-2023,0,225,-85%,Normal,2023,September
379,421,Education,West,Basic,15-06-2022,10-12-2022,2016,5561,-3545,Pending,5,10-12-2022,0,226,-176%,Outlier,2022,December
381,489,Finance,West,Premium,05-09-2022,18-01-2023,1939,4012.75,2643,NA,4,18-01-2023,1,227,136%,Outlier,2023,January
382,159,Finance,West,Basic,09-07-2022,17-11-2023,3803,7737,-3934,Overdue,16,17-11-2023,1,228,-103%,Outlier,2023,November
384,487,Education,North,Basic,21-02-2022,24-09-2023,1788,5236,-3448,Pending,19,24-09-2023,0,229,-193%,Outlier,2023,September
386,181,Retail,North,Basic,10-04-2022,12-02-2023,4967.93,4223,-5347,NA,10,12-02-2023,1,230,-108%,Outlier,2023,February
388,265,Education,West,Premium,30-10-2022,09-12-2023,2459,2287,172,Overdue,13,09-12-2023,1,231,7%,Normal,2023,December
389,444,Healthcare,North,Basic,20-08-2022,09-12-2022,9717,4012.75,10230,Pending,3,09-12-2022,0,232,105%,Outlier,2022,December
390,380,Education,East,Premium,26-10-2022,19-11-2023,2255,2025,577.01,Overdue,12,19-11-2023,1,233,26%,Normal,2023,November
392,419,IT,North,Standard,25-02-2022,06-05-2023,2171,397,1774,Pending,14,06-05-2023,0,234,82%,Normal,2023,May
393,169,Education,North,Basic,10-11-2022,25-06-2024,4967.93,7247,-8287,NA,19,25-06-2024,1,235,-167%,Outlier,2024,June
398,371,Healthcare,West,Standard,10-01-2022,14-07-2023,4967.93,4827,-5799,Overdue,18,14-07-2023,1,236,-117%,Outlier,2023,July
399,327,Finance,North,Standard,20-08-2022,24-11-2023,5749,1121,4628,Paid,15,24-11-2023,0,237,81%,Normal,2023,November
400,327,Finance,West,Premium,19-06-2022,22-07-2023,3322,3580,577.01,Overdue,13,22-07-2023,0,238,17%,Normal,2023,July
401,130,Retail,West,Standard,02-05-2022,17-10-2022,7936,4243,3693,Overdue,5,17-10-2022,1,239,47%,Normal,2022,October
402,101,Education,South,Standard,30-05-2022,23-10-2023,2599,357,2242,NA,16,23-10-2023,1,240,86%,Normal,2023,October
403,356,Finance,West,Basic,01-09-2022,13-06-2023,3015,2646,369,Overdue,9,13-06-2023,1,241,12%,Normal,2023,June
406,230,Education,East,Basic,18-05-2022,07-08-2023,4778,7461,-2683,Pending,14,07-08-2023,1,242,-56%,Normal,2023,August
408,341,Education,West,Premium,05-07-2022,09-02-2024,324,7173,-6849,NA,19,09-02-2024,0,243,-2114%,Outlier,2024,February
409,198,Retail,North,Basic,16-05-2022,17-11-2023,5030,6655,-1625,NA,18,17-11-2023,1,244,-32%,Normal,2023,November
410,499,Healthcare,East,Premium,17-10-2022,06-11-2023,4967.93,4012.75,-416,Overdue,12,06-11-2023,1,245,-8%,Normal,2023,November
413,257,Education,West,Basic,14-03-2022,19-06-2023,479,259,220,NA,15,19-06-2023,1,246,46%,Normal,2023,June
418,284,Education,South,Basic,08-12-2022,23-05-2023,7553,1664,5889,Paid,5,23-05-2023,1,247,78%,Normal,2023,May
420,468,Finance,North,Basic,30-03-2022,28-05-2023,7045,5451,1594,Overdue,13,28-05-2023,1,248,23%,Normal,2023,May
421,265,Healthcare,West,Premium,23-08-2022,12-09-2023,4967.93,7305,-8923,Pending,12,12-09-2023,0,249,-180%,Outlier,2023,September
422,234,Healthcare,South,Basic,26-07-2022,21-09-2023,6867,859,577.01,Overdue,13,21-09-2023,1,250,8%,Normal,2023,September
423,222,Education,East,Basic,04-01-2022,07-12-2022,6287,4012.75,7158,Paid,11,07-12-2022,0,251,114%,Outlier,2022,December
426,397,Education,North,Standard,18-04-2022,24-02-2023,6829,4012.75,7367,Overdue,10,24-02-2023,0,252,108%,Outlier,2023,February
429,454,Retail,East,Standard,05-04-2022,19-07-2023,3774,6183,-2409,Overdue,15,19-07-2023,0,253,-64%,Normal,2023,July
431,202,Healthcare,South,Standard,26-11-2022,10-01-2023,1644,1232,412,NA,1,10-01-2023,1,254,25%,Normal,2023,January
432,463,Education,North,Premium,19-05-2022,14-08-2022,5360,4012.75,5643,Overdue,2,14-08-2022,0,255,105%,Outlier,2022,August
435,265,Education,West,Premium,25-04-2022,09-01-2023,8293,3971,4322,Overdue,8,09-01-2023,1,256,52%,Normal,2023,January
436,383,Finance,West,Premium,25-04-2022,22-08-2023,7756,6223,1533,NA,15,22-08-2023,1,257,20%,Normal,2023,August
437,220,Healthcare,South,Standard,14-12-2022,10-07-2023,4458,6333,577.01,Pending,6,10-07-2023,0,258,13%,Normal,2023,July
440,446,Finance,North,Premium,09-04-2022,17-05-2023,1674,5765,-4091,NA,13,17-05-2023,1,259,-244%,Outlier,2023,May
441,251,Education,East,Standard,06-05-2022,27-12-2022,9178,888,577.01,NA,7,27-12-2022,0,260,6%,Normal,2022,December
442,155,Retail,North,Basic,11-02-2022,05-02-2023,3475,7564,-4089,NA,11,05-02-2023,1,261,-118%,Outlier,2023,February
443,333,Retail,West,Standard,11-11-2022,29-03-2023,7546,4012.75,8450,Overdue,4,29-03-2023,1,262,112%,Outlier,2023,March
445,130,Education,South,Premium,19-11-2022,17-02-2024,15,3275,-3260,Paid,14,17-02-2024,0,263,-21733%,Outlier,2024,February
454,185,Healthcare,North,Standard,01-11-2022,15-05-2024,3430,4717,-1287,Pending,18,15-05-2024,0,264,-38%,Normal,2024,May
456,226,IT,North,Basic,11-05-2022,03-04-2023,1971,6055,-4084,Pending,10,03-04-2023,0,265,-207%,Outlier,2023,April
457,235,Healthcare,South,Basic,21-08-2022,23-08-2023,5833,4920,577.01,NA,12,23-08-2023,1,266,10%,Normal,2023,August
460,155,Healthcare,East,Standard,18-04-2022,24-12-2022,1926,1150,776,Pending,8,24-12-2022,0,267,40%,Normal,2022,December
463,246,Finance,South,Premium,28-07-2022,26-10-2023,2205,6897,-4692,NA,14,26-10-2023,1,268,-213%,Outlier,2023,October
465,155,Finance,East,Premium,26-03-2022,03-09-2022,8099,3170,4929,Paid,5,03-09-2022,0,269,61%,Normal,2022,September
466,454,Healthcare,South,Standard,21-05-2022,21-09-2022,2677,2636,41,NA,4,21-09-2022,1,270,2%,Normal,2022,September
468,410,Healthcare,West,Premium,31-07-2022,08-09-2022,1400,745,655,Pending,1,08-09-2022,0,271,47%,Normal,2022,September
469,474,Retail,East,Standard,14-09-2022,26-09-2023,4967.93,3703,-5399,Paid,12,26-09-2023,0,272,-109%,Outlier,2023,September
471,434,Education,North,Basic,29-08-2022,07-01-2023,4967.93,7041,-8997,NA,4,07-01-2023,0,273,-181%,Outlier,2023,January
472,181,Retail,South,Basic,16-02-2022,24-01-2023,5025,1457,3568,Paid,11,24-01-2023,1,274,71%,Normal,2023,January
473,457,Retail,North,Basic,22-05-2022,17-04-2023,1561,5346,-3785,Pending,10,17-04-2023,0,275,-242%,Outlier,2023,April
474,418,Retail,South,Standard,24-10-2022,23-12-2023,2214,7258,-5044,Pending,13,23-12-2023,1,276,-228%,Outlier,2023,December
475,315,Education,East,Basic,22-11-2022,12-06-2024,7048,5641,1407,Paid,18,12-06-2024,1,277,20%,Normal,2024,June
477,259,IT,South,Premium,03-05-2022,15-02-2023,136,2788,-2652,Paid,9,15-02-2023,1,278,-1950%,Outlier,2023,February
483,257,Finance,East,Premium,11-09-2022,10-08-2023,6191,6915,-724,Overdue,10,10-08-2023,1,279,-12%,Normal,2023,August
484,205,IT,East,Premium,07-04-2022,13-05-2022,6522,2510,4012,NA,1,13-05-2022,0,280,62%,Normal,2022,May
485,412,Retail,South,Premium,30-01-2022,10-01-2023,2540,4012.75,2722,Pending,11,10-01-2023,1,281,107%,Outlier,2023,January
486,252,Finance,South,Standard,25-09-2022,15-05-2024,4868,6186,-1318,NA,19,15-05-2024,1,282,-27%,Normal,2024,May
488,119,Finance,West,Premium,23-12-2022,08-11-2023,2235,4012.75,577.01,Paid,10,08-11-2023,0,283,26%,Normal,2023,November
489,394,Healthcare,South,Standard,03-01-2022,30-07-2023,1772,2906,-1134,Paid,18,30-07-2023,1,284,-64%,Normal,2023,July
490,416,Healthcare,North,Basic,14-08-2022,22-08-2023,5244,7838,577.01,Paid,12,22-08-2023,1,285,11%,Normal,2023,August
491,197,Education,South,Basic,14-03-2022,26-09-2023,8416,4091,4325,Pending,18,26-09-2023,0,286,51%,Normal,2023,September
492,105,Finance,North,Premium,04-05-2022,03-07-2022,4967.93,3960,577.01,NA,1,03-07-2022,0,287,12%,Normal,2022,July
493,329,Education,North,Standard,07-10-2022,27-03-2024,4967.93,1695,-2377,Overdue,17,27-03-2024,1,288,-48%,Normal,2024,March
494,213,Finance,North,Premium,04-07-2022,16-01-2023,4967.93,6150,-7783,Overdue,6,16-01-2023,0,289,-157%,Outlier,2023,January
497,377,Retail,West,Standard,23-07-2022,08-02-2023,5305,6618,-1313,Overdue,6,08-02-2023,0,290,-25%,Normal,2023,February
498,474,Retail,East,Standard,14-03-2022,10-06-2023,7865,3776,4089,Paid,14,10-06-2023,1,291,52%,Normal,2023,June
501,224,Retail,North,Standard,22-02-2022,21-07-2022,7274,1064,6210,Paid,4,21-07-2022,1,292,85%,Normal,2022,July
502,185,Education,East,Standard,05-10-2022,30-12-2023,3628,3677,-49,NA,14,30-12-2023,0,293,-1%,Normal,2023,December
504,242,IT,North,Basic,14-08-2022,26-12-2022,4443,5832,-1389,Paid,4,26-12-2022,0,294,-31%,Normal,2022,December
505,454,Retail,East,Basic,28-09-2022,02-05-2024,8953,13,8940,Pending,19,02-05-2024,0,295,100%,Normal,2024,May
506,195,Retail,North,Standard,28-08-2022,19-06-2023,5139,2278,2861,Paid,9,19-06-2023,1,296,56%,Normal,2023,June
508,366,IT,East,Basic,23-05-2022,05-10-2022,8764,2867,5897,Overdue,4,05-10-2022,0,297,67%,Normal,2022,October
509,419,IT,West,Basic,29-07-2022,10-01-2023,4967.93,4012.75,293,Paid,5,10-01-2023,1,298,6%,Normal,2023,January
510,261,Healthcare,West,Premium,11-08-2022,11-12-2023,9833,5501,4332,Overdue,16,11-12-2023,1,299,44%,Normal,2023,December
511,237,Healthcare,East,Premium,07-10-2022,23-11-2023,8651,4042,4609,Paid,13,23-11-2023,0,300,53%,Normal,2023,November
513,132,Healthcare,West,Premium,17-07-2022,13-01-2023,738,5906,-5168,Pending,5,13-01-2023,1,301,-700%,Outlier,2023,January
515,260,Finance,East,Basic,14-09-2022,06-04-2024,1001,15,986,Pending,18,06-04-2024,0,302,99%,Normal,2024,April
516,237,Finance,East,Standard,16-09-2022,11-01-2023,634,3176,577.01,Pending,3,11-01-2023,0,303,91%,Normal,2023,January
518,436,Education,North,Premium,09-06-2022,09-10-2022,1850,1133,717,NA,4,09-10-2022,1,304,39%,Normal,2022,October
521,381,Healthcare,East,Standard,30-06-2022,12-12-2023,6150,279,577.01,Paid,17,12-12-2023,0,305,9%,Normal,2023,December
523,196,Healthcare,West,Basic,28-08-2022,24-01-2024,6259,4012.75,6521,Paid,16,24-01-2024,1,306,104%,Outlier,2024,January
525,191,Healthcare,West,Standard,12-10-2022,06-07-2023,4091,3600,491,NA,8,06-07-2023,0,307,12%,Normal,2023,July
526,216,Education,West,Premium,27-01-2022,25-09-2022,2060,4012.75,2835,Pending,7,25-09-2022,1,308,138%,Outlier,2022,September
528,223,Healthcare,East,Standard,15-12-2022,15-10-2023,9374,3725,5649,Pending,10,15-10-2023,0,309,60%,Normal,2023,October
529,201,Healthcare,North,Basic,23-08-2022,10-12-2023,4967.93,7730,-8420,Paid,15,10-12-2023,0,310,-169%,Outlier,2023,December
532,273,Retail,South,Standard,28-02-2022,03-10-2022,6521,4664,1857,Overdue,7,03-10-2022,1,311,28%,Normal,2022,October
534,209,Healthcare,South,Premium,04-07-2022,11-09-2023,5960,3196,577.01,Pending,14,11-09-2023,1,312,10%,Normal,2023,September
535,125,Healthcare,East,Standard,12-03-2022,19-06-2022,4967.93,6264,-8054,Pending,3,19-06-2022,0,313,-162%,Outlier,2022,June
537,402,Education,North,Standard,24-07-2022,20-02-2024,4967.93,758,-1727,NA,18,20-02-2024,1,314,-35%,Normal,2024,February
539,366,Healthcare,South,Premium,12-05-2022,11-07-2023,3883,3100,783,Paid,13,11-07-2023,1,315,20%,Normal,2023,July
542,494,IT,East,Standard,07-01-2022,21-09-2022,4967.93,7857,-8726,Paid,8,21-09-2022,1,316,-176%,Outlier,2022,September
548,154,Education,South,Basic,05-02-2022,02-05-2023,3246,1929,1317,Paid,14,02-05-2023,0,317,41%,Normal,2023,May
549,301,Healthcare,East,Premium,21-02-2022,27-05-2023,4967.93,7413,577.01,NA,15,27-05-2023,1,318,12%,Normal,2023,May
555,470,Education,South,Standard,16-03-2022,12-06-2022,8802,4012.75,577.01,Pending,2,12-06-2022,0,319,7%,Normal,2022,June
557,290,Education,North,Standard,12-07-2022,17-09-2023,1646,2078,-432,NA,14,17-09-2023,0,320,-26%,Normal,2023,September
559,181,IT,North,Premium,03-04-2022,19-06-2022,8192,2678,5514,Pending,2,19-06-2022,0,321,67%,Normal,2022,June
562,253,Finance,East,Basic,24-11-2022,16-01-2024,4967.93,4012.75,-375,Paid,13,16-01-2024,1,322,-8%,Normal,2024,January
565,317,Education,North,Basic,16-10-2022,09-11-2023,7800,5002,2798,NA,12,09-11-2023,1,323,36%,Normal,2023,November
566,386,Education,East,Basic,10-05-2022,10-06-2022,4967.93,7087,-7679,Overdue,1,10-06-2022,0,324,-155%,Outlier,2022,June
567,185,Education,East,Premium,08-09-2022,24-02-2023,4967.93,6799,-7262,NA,5,24-02-2023,1,325,-146%,Outlier,2023,February
568,310,IT,West,Basic,16-12-2022,20-02-2024,2547,6970,-4423,NA,14,20-02-2024,0,326,-174%,Outlier,2024,February
570,351,IT,West,Premium,31-12-2022,06-12-2023,4967.93,223,-1194,Paid,11,06-12-2023,0,327,-24%,Normal,2023,December
572,269,IT,North,Premium,23-05-2022,02-08-2023,7046,2930,4116,NA,14,02-08-2023,0,328,58%,Normal,2023,August
574,131,IT,North,Premium,15-03-2022,18-03-2023,2805,4886,577.01,Pending,12,18-03-2023,1,329,21%,Normal,2023,March
575,354,Healthcare,West,Basic,25-03-2022,09-09-2023,6101,2024,577.01,Overdue,17,09-09-2023,0,330,9%,Normal,2023,September
577,105,Retail,West,Standard,17-08-2022,25-03-2023,7979,3014,4965,Overdue,7,25-03-2023,0,331,62%,Normal,2023,March
580,435,Education,West,Standard,22-09-2022,29-09-2023,3576,411,3165,NA,12,29-09-2023,1,332,89%,Normal,2023,September
581,365,IT,South,Basic,22-05-2022,01-07-2023,7849,4012.75,577.01,NA,13,01-07-2023,1,333,7%,Normal,2023,July
582,107,Education,South,Standard,09-12-2022,27-03-2024,5267,4419,848,Paid,15,27-03-2024,0,334,16%,Normal,2024,March
584,193,Finance,East,Standard,02-04-2022,03-05-2023,9004,2672,6332,Paid,13,03-05-2023,0,335,70%,Normal,2023,May
586,337,Education,West,Basic,05-10-2022,11-05-2024,5388,6010,-622,Pending,19,11-05-2024,1,336,-12%,Normal,2024,May
588,205,Retail,East,Standard,06-11-2022,15-12-2022,4909,215,4694,Pending,1,15-12-2022,0,337,96%,Normal,2022,December
593,252,Retail,East,Standard,22-03-2022,23-02-2023,8691,6132,577.01,Paid,11,23-02-2023,0,338,7%,Normal,2023,February
594,243,Retail,East,Premium,28-01-2022,23-04-2023,1252,5887,-4635,Pending,14,23-04-2023,0,339,-370%,Outlier,2023,April
595,179,Education,West,Premium,19-11-2022,31-05-2023,4431,6075,-1644,Pending,6,31-05-2023,1,340,-37%,Normal,2023,May
596,135,Finance,South,Standard,19-02-2022,09-10-2023,3995,2283,1712,Paid,19,09-10-2023,1,341,43%,Normal,2023,October
598,436,Healthcare,North,Standard,12-07-2022,05-01-2023,2890,4603,-1713,NA,5,05-01-2023,0,342,-59%,Normal,2023,January
600,265,IT,North,Premium,05-05-2022,11-12-2023,6227,4736,1491,Overdue,19,11-12-2023,0,343,24%,Normal,2023,December
601,300,IT,South,Standard,03-09-2022,03-01-2023,55,4012.75,187,Paid,4,03-01-2023,0,344,340%,Outlier,2023,January
603,358,Education,West,Basic,02-02-2022,24-03-2022,8453,7263,1190,NA,1,24-03-2022,1,345,14%,Normal,2022,March
606,401,Education,East,Basic,04-07-2022,06-09-2023,2036,3302,-1266,Pending,14,06-09-2023,1,346,-62%,Normal,2023,September
607,492,Retail,South,Standard,16-11-2022,17-06-2024,6742,1993,4749,Pending,19,17-06-2024,0,347,70%,Normal,2024,June
611,415,Finance,East,Premium,08-03-2022,30-10-2022,4967.93,3175,-3454,Pending,7,30-10-2022,1,348,-70%,Normal,2022,October
612,239,IT,South,Standard,21-08-2022,06-04-2024,5179,1532,3647,Overdue,19,06-04-2024,1,349,70%,Normal,2024,April
613,445,Retail,North,Premium,20-04-2022,12-04-2023,7340,6791,549,Pending,11,12-04-2023,0,350,7%,Normal,2023,April
614,433,IT,East,Premium,29-05-2022,02-03-2023,1303,2398,-1095,Pending,9,02-03-2023,1,351,-84%,Normal,2023,March
615,336,Finance,West,Standard,25-03-2022,27-05-2023,4967.93,4342,-4508,Pending,14,27-05-2023,1,352,-91%,Normal,2023,May
616,232,Healthcare,West,Basic,06-02-2022,20-08-2022,2908,7268,-4360,Pending,6,20-08-2022,0,353,-150%,Outlier,2022,August
617,383,Healthcare,South,Premium,31-08-2022,29-08-2023,5593,1946,3647,NA,11,29-08-2023,0,354,65%,Normal,2023,August
618,463,Healthcare,South,Standard,16-05-2022,04-04-2023,8373,7479,894,Pending,10,04-04-2023,1,355,11%,Normal,2023,April
619,337,IT,South,Standard,03-05-2022,29-07-2023,8166,1669,6497,NA,14,29-07-2023,0,356,80%,Normal,2023,July
620,433,Finance,South,Basic,18-12-2022,15-03-2023,4967.93,3869,-5169,Pending,2,15-03-2023,1,357,-104%,Outlier,2023,March
624,268,Finance,East,Basic,27-01-2022,18-12-2022,1523,6753,-5230,Paid,10,18-12-2022,1,358,-343%,Outlier,2022,December
626,318,Finance,North,Basic,09-06-2022,27-08-2022,8041,1015,7026,Overdue,2,27-08-2022,1,359,87%,Normal,2022,August
628,158,Retail,North,Standard,31-05-2022,01-01-2023,5401,6046,-645,Overdue,7,01-01-2023,1,360,-12%,Normal,2023,January
629,268,Education,East,Premium,19-11-2022,29-03-2024,4967.93,6756,-6776,Paid,16,29-03-2024,1,361,-136%,Outlier,2024,March
630,471,IT,South,Basic,08-10-2022,26-01-2024,4967.93,699,-2647,NA,15,26-01-2024,1,362,-53%,Normal,2024,January
631,151,Finance,North,Basic,25-06-2022,12-08-2023,3570,4012.75,3932,Pending,13,12-08-2023,0,363,110%,Outlier,2023,August
634,453,IT,West,Premium,03-07-2022,17-04-2023,4967.93,4012.75,-879,NA,9,17-04-2023,1,364,-18%,Normal,2023,April
636,126,Healthcare,West,Standard,15-02-2022,31-03-2023,5,6111,-6106,Overdue,13,31-03-2023,1,365,-122120%,Outlier,2023,March
637,325,Education,East,Premium,16-07-2022,06-01-2023,3008,6537,-3529,NA,5,06-01-2023,1,366,-117%,Outlier,2023,January
639,103,Healthcare,North,Premium,06-02-2022,03-06-2022,8497,6498,1999,NA,3,03-06-2022,0,367,24%,Normal,2022,June
640,460,IT,North,Standard,28-03-2022,25-05-2023,3515,6593,-3078,Pending,13,25-05-2023,0,368,-88%,Normal,2023,May
641,158,Healthcare,West,Basic,20-04-2022,23-08-2022,2675,7391,577.01,Paid,4,23-08-2022,1,369,22%,Normal,2022,August
642,374,Education,South,Basic,28-02-2022,16-08-2023,3475,3742,-267,Overdue,17,16-08-2023,0,370,-8%,Normal,2023,August
645,164,IT,North,Standard,06-08-2022,06-09-2023,4967.93,271,-691,Overdue,13,06-09-2023,0,371,-14%,Normal,2023,September
646,259,Finance,West,Standard,03-05-2022,17-07-2022,8283,1204,577.01,Paid,2,17-07-2022,0,372,7%,Normal,2022,July
647,278,Education,South,Standard,06-12-2022,14-07-2024,2436,7473,-5037,NA,19,14-07-2024,1,373,-207%,Outlier,2024,July
648,343,Healthcare,East,Standard,06-11-2022,16-06-2024,1247,4447,-3200,Paid,19,16-06-2024,0,374,-257%,Outlier,2024,June
649,480,Retail,North,Basic,07-04-2022,22-08-2022,3971,2779,1192,NA,4,22-08-2022,0,375,30%,Normal,2022,August
650,445,IT,North,Premium,16-06-2022,13-09-2023,7461,5453,2008,Paid,14,13-09-2023,0,376,27%,Normal,2023,September
653,196,Healthcare,North,Standard,12-12-2022,01-04-2023,8897,630,8267,Overdue,3,01-04-2023,1,377,93%,Normal,2023,April
656,113,Finance,East,Basic,01-05-2022,16-05-2023,996,3374,-2378,Paid,12,16-05-2023,0,378,-239%,Outlier,2023,May
657,141,Retail,South,Premium,13-05-2022,18-10-2022,5176,4599,577,Overdue,5,18-10-2022,0,379,11%,Normal,2022,October
659,285,Education,West,Basic,28-02-2022,11-08-2023,8334,6977,1357,NA,17,11-08-2023,0,380,16%,Normal,2023,August
660,403,Education,South,Basic,25-07-2022,24-06-2023,4741,7386,-2645,NA,10,24-06-2023,0,381,-56%,Normal,2023,June
661,126,IT,North,Premium,07-10-2022,10-03-2024,2974,2452,522,NA,17,10-03-2024,1,382,18%,Normal,2024,March
662,337,Finance,North,Premium,04-10-2022,31-08-2023,4708,7330,-2622,NA,10,31-08-2023,1,383,-56%,Normal,2023,August
665,215,Retail,North,Standard,29-01-2022,19-11-2022,588,4101,-3513,Overdue,9,19-11-2022,1,384,-597%,Outlier,2022,November
667,424,Education,East,Basic,11-11-2022,12-03-2024,6259,1309,577.01,Pending,16,12-03-2024,1,385,9%,Normal,2024,March
